 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
19.43 
1560200941.66
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   6	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  18	  11	  17	
  51.2	  21	  34	  20	  33	  21	  35	  22	  34	
 102.4	  42	  67	  40	  65	  41	  69	  44	  68	
 204.8	  83	 134	  79	 130	  82	 137	  88	 135	
 409.6	 165	 267	 156	 259	 162	 273	 175	 268	
 819.2	 331	 535	 312	 519	 325	 548	 351	 538	
1638.4	 661	1070	 625	1038	 651	1098	 702	1076	
3276.8	1319	2135	1247	2072	1298	2190	1399	2146	
