 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
19.22 
1563202402.4
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   5	   9	   6	   9	
  25.6	  11	  17	  10	  17	  10	  18	  11	  17	
  51.2	  21	  34	  20	  33	  21	  35	  22	  34	
 102.4	  41	  67	  38	  65	  40	  68	  44	  67	
 204.8	  81	 133	  76	 129	  80	 137	  87	 134	
 409.6	 162	 266	 152	 258	 161	 273	 174	 268	
 819.2	 323	 532	 304	 516	 321	 546	 346	 535	
1638.4	 644	1061	 607	1029	 640	1090	 691	1067	
3276.8	1284	2117	1210	2053	1276	2173	1377	2127	
