 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
2.68 
1562825088.95
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   6	   9	   6	   9	   6	   9	
  25.6	  12	  18	  11	  18	  11	  18	  12	  18	
  51.2	  23	  35	  22	  35	  22	  37	  24	  36	
 102.4	  45	  70	  43	  69	  44	  73	  47	  71	
 204.8	  89	 140	  85	 137	  87	 145	  94	 142	
 409.6	 178	 280	 170	 274	 174	 289	 188	 284	
 819.2	 355	 559	 338	 547	 348	 577	 376	 568	
1638.4	 709	1115	 675	1091	 693	1151	 749	1132	
3276.8	1416	2226	1348	2180	1385	2299	1496	2261	
