 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
19.22 
1562960644.76
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   5	   9	   6	   9	
  25.6	  11	  17	  10	  17	  10	  17	  11	  17	
  51.2	  21	  34	  20	  33	  20	  35	  22	  34	
 102.4	  41	  67	  39	  65	  41	  69	  44	  67	
 204.8	  81	 133	  77	 129	  81	 137	  87	 134	
 409.6	 161	 265	 152	 257	 160	 272	 173	 267	
 819.2	 321	 529	 303	 513	 319	 543	 344	 532	
1638.4	 640	1055	 604	1024	 636	1083	 687	1060	
3276.8	1282	2112	1208	2049	1274	2168	1375	2123	
