 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
20.70 
1561737015.4
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   5	   9	   6	   9	
  25.6	  11	  17	  10	  17	  10	  17	  11	  17	
  51.2	  21	  34	  20	  33	  21	  35	  22	  34	
 102.4	  41	  67	  39	  65	  41	  69	  44	  67	
 204.8	  82	 133	  77	 129	  81	 137	  87	 134	
 409.6	 163	 266	 154	 258	 161	 273	 174	 268	
 819.2	 326	 532	 307	 516	 322	 546	 348	 535	
1638.4	 648	1060	 611	1028	 641	1087	 692	1065	
3276.8	1293	2117	1220	2053	1281	2171	1382	2126	
