 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
6.44 
1563344674.83
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   4	   3	   4	   3	   5	   3	   4	
  12.8	   6	   8	   5	   8	   5	   9	   6	   8	
  25.6	  11	  17	  11	  16	  10	  17	  11	  16	
  51.2	  21	  33	  21	  32	  20	  34	  21	  32	
 102.4	  42	  65	  41	  64	  40	  67	  42	  63	
 204.8	  84	 129	  81	 127	  79	 133	  85	 126	
 409.6	 168	 257	 161	 253	 158	 266	 168	 252	
 819.2	 335	 514	 321	 506	 317	 533	 337	 505	
1638.4	 668	1027	 641	1009	 632	1062	 672	1007	
3276.8	1332	2048	1278	2012	1259	2119	1340	2007	
