 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
30.93 
1554413067.15
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   4	   3	   4	   3	   4	   3	   4	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  16	  10	  17	  11	  17	
  51.2	  21	  33	  20	  32	  20	  33	  22	  33	
 102.4	  41	  65	  40	  64	  39	  66	  43	  66	
 204.8	  83	 130	  79	 128	  78	 132	  86	 132	
 409.6	 165	 260	 158	 256	 156	 264	 172	 263	
 819.2	 329	 519	 315	 511	 311	 528	 344	 525	
1638.4	 656	1037	 630	1020	 621	1054	 688	1049	
3276.8	1311	2072	1257	2038	1240	2104	1373	2094	
