 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
31.08 
1555946971.31
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   4	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  16	  10	  17	  11	  17	
  51.2	  21	  33	  20	  32	  20	  34	  22	  33	
 102.4	  42	  66	  40	  65	  40	  67	  44	  66	
 204.8	  83	 131	  80	 129	  79	 134	  87	 133	
 409.6	 166	 262	 159	 257	 158	 267	 173	 265	
 819.2	 331	 522	 316	 512	 315	 532	 345	 528	
1638.4	 663	1044	 633	1025	 629	1064	 690	1056	
3276.8	1324	2085	1263	2047	1256	2125	1378	2108	
