 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
5.89 
1562052194.38
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   6	   9	   6	   9	   6	   9	
  25.6	  12	  18	  11	  17	  11	  18	  12	  18	
  51.2	  23	  35	  22	  34	  22	  36	  24	  36	
 102.4	  45	  70	  43	  69	  44	  72	  47	  71	
 204.8	  89	 139	  85	 137	  87	 144	  94	 141	
 409.6	 177	 278	 169	 272	 173	 287	 187	 282	
 819.2	 354	 555	 338	 544	 346	 573	 374	 564	
1638.4	 706	1107	 673	1085	 689	1143	 745	1124	
3276.8	1410	2212	1345	2167	1375	2281	1487	2244	
