 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
5.73 
1561875242.35
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   6	   9	   6	   9	   6	   9	
  25.6	  12	  18	  11	  17	  11	  18	  12	  18	
  51.2	  23	  35	  22	  35	  22	  36	  24	  36	
 102.4	  45	  70	  43	  69	  44	  72	  47	  71	
 204.8	  89	 139	  85	 137	  87	 144	  94	 142	
 409.6	 178	 278	 169	 272	 173	 287	 187	 282	
 819.2	 355	 555	 338	 544	 345	 573	 374	 564	
1638.4	 707	1108	 674	1086	 689	1143	 746	1125	
3276.8	1413	2215	1347	2170	1377	2285	1489	2248	
