 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
5.03 
1559947607.37
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   6	   9	   6	   9	   6	   9	
  25.6	  11	  18	  11	  17	  11	  18	  12	  18	
  51.2	  23	  35	  22	  34	  22	  36	  24	  35	
 102.4	  45	  70	  43	  68	  43	  72	  47	  71	
 204.8	  89	 138	  85	 136	  86	 142	  94	 141	
 409.6	 177	 276	 170	 272	 171	 284	 187	 281	
 819.2	 353	 552	 339	 543	 342	 568	 374	 561	
1638.4	 705	1102	 676	1084	 682	1134	 746	1120	
3276.8	1409	2203	1350	2167	1363	2267	1489	2238	
