 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
31.16 
1555533015.18
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   8	   6	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  17	  11	  17	
  51.2	  21	  34	  20	  33	  21	  34	  22	  34	
 102.4	  42	  66	  40	  65	  41	  68	  44	  67	
 204.8	  84	 132	  80	 129	  81	 135	  88	 133	
 409.6	 164	 264	 159	 258	 163	 270	 175	 265	
 819.2	 335	 529	 318	 515	 325	 541	 351	 531	
1638.4	 667	1054	 633	1027	 648	1077	 699	1057	
3276.8	1336	2110	1268	2056	1298	2158	1400	2119	
