 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
21.56 
1561671879.14
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   5	   9	   6	   9	
  25.6	  11	  17	  10	  17	  10	  17	  11	  17	
  51.2	  21	  34	  20	  33	  20	  34	  22	  34	
 102.4	  41	  67	  39	  65	  41	  68	  44	  67	
 204.8	  82	 133	  77	 129	  81	 137	  87	 134	
 409.6	 163	 266	 153	 258	 161	 272	 174	 267	
 819.2	 324	 530	 306	 514	 321	 543	 346	 532	
1638.4	 647	1058	 610	1026	 640	1085	 691	1062	
3276.8	1294	2116	1221	2052	1281	2170	1382	2126	
