 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
31.39 
1556039412.31
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   4	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  16	  10	  17	  11	  17	
  51.2	  21	  33	  20	  33	  20	  34	  22	  33	
 102.4	  42	  66	  40	  65	  40	  67	  44	  67	
 204.8	  84	 131	  80	 129	  79	 134	  87	 133	
 409.6	 167	 262	 159	 257	 158	 267	 173	 265	
 819.2	 332	 524	 317	 514	 316	 533	 346	 529	
1638.4	 663	1046	 633	1026	 630	1065	 691	1057	
3276.8	1325	2088	1263	2049	1258	2127	1379	2111	
