 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
6.28 
1564450646.36
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   6	   9	   6	   9	   6	   9	
  25.6	  11	  18	  11	  17	  11	  18	  12	  18	
  51.2	  22	  35	  21	  34	  22	  36	  24	  35	
 102.4	  44	  70	  42	  68	  43	  72	  47	  71	
 204.8	  88	 139	  83	 136	  86	 143	  93	 141	
 409.6	 175	 277	 166	 271	 172	 286	 185	 281	
 819.2	 349	 553	 332	 541	 342	 571	 370	 561	
1638.4	 698	1104	 663	1080	 684	1140	 739	1121	
3276.8	1394	2209	1327	2160	1368	2280	1477	2241	
