 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
20.42 
1561190989.97
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   4	   3	   4	   3	   5	   3	   4	
  12.8	   5	   8	   5	   8	   5	   9	   6	   9	
  25.6	  10	  16	  10	  16	  10	  17	  11	  17	
  51.2	  20	  32	  19	  32	  19	  33	  21	  33	
 102.4	  40	  65	  38	  63	  38	  66	  42	  65	
 204.8	  79	 129	  75	 126	  76	 131	  83	 129	
 409.6	 158	 257	 149	 251	 152	 261	 166	 258	
 819.2	 315	 512	 298	 500	 302	 521	 331	 515	
1638.4	 630	1024	 595	1001	 604	1043	 662	1030	
3276.8	1257	2044	1188	1998	1207	2081	1320	2056	
