 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
20.04 
1560186486.21
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   4	   3	   4	   3	   4	   3	   4	
  12.8	   5	   8	   5	   8	   5	   9	   6	   8	
  25.6	  10	  16	  10	  16	  10	  17	  11	  17	
  51.2	  20	  33	  19	  32	  19	  33	  21	  33	
 102.4	  40	  64	  38	  63	  38	  66	  42	  65	
 204.8	  80	 128	  76	 126	  76	 131	  83	 129	
 409.6	 159	 256	 150	 250	 152	 260	 166	 257	
 819.2	 318	 512	 301	 501	 304	 521	 332	 515	
1638.4	 634	1021	 599	 999	 605	1039	 661	1026	
3276.8	1268	2041	1198	1997	1210	2077	1322	2051	
