 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
5.19 
1559926416.35
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   6	   9	   6	   9	   6	   9	
  25.6	  11	  18	  11	  17	  11	  18	  12	  18	
  51.2	  22	  35	  22	  34	  22	  36	  24	  35	
 102.4	  44	  69	  43	  68	  43	  71	  47	  70	
 204.8	  88	 138	  85	 136	  85	 142	  93	 140	
 409.6	 176	 275	 169	 271	 170	 283	 186	 279	
 819.2	 351	 549	 337	 540	 339	 565	 371	 558	
1638.4	 701	1098	 672	1080	 678	1128	 742	1114	
3276.8	1400	2193	1344	2158	1354	2254	1482	2226	
