 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
20.48 
1562368350.22
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   4	   3	   4	   3	   4	   3	   4	
  12.8	   5	   8	   5	   8	   5	   9	   6	   9	
  25.6	  10	  17	  10	  16	  10	  17	  11	  17	
  51.2	  20	  33	  19	  32	  19	  33	  21	  33	
 102.4	  40	  65	  37	  63	  38	  66	  42	  65	
 204.8	  79	 128	  74	 126	  76	 131	  83	 129	
 409.6	 157	 257	 148	 251	 151	 262	 166	 259	
 819.2	 313	 512	 294	 500	 301	 521	 330	 516	
1638.4	 623	1020	 586	 997	 599	1038	 656	1027	
3276.8	1244	2036	1170	1990	1195	2073	1310	2050	
