 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
20.76 
1565013420.42
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   4	   3	   4	   3	   4	   3	   4	
  12.8	   5	   8	   5	   8	   5	   9	   6	   8	
  25.6	  10	  16	   9	  16	  10	  17	  11	  16	
  51.2	  20	  32	  18	  32	  19	  33	  21	  33	
 102.4	  39	  64	  36	  63	  38	  65	  41	  65	
 204.8	  77	 128	  72	 125	  75	 130	  82	 129	
 409.6	 154	 255	 144	 249	 149	 260	 163	 257	
 819.2	 306	 509	 287	 497	 298	 519	 325	 513	
1638.4	 612	1017	 572	 992	 594	1037	 650	1024	
3276.8	1221	2030	1142	1982	1187	2070	1296	2045	
