 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
20.70 
1563921598.69
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  10	  17	  10	  16	  10	  17	  11	  17	
  51.2	  20	  33	  19	  32	  20	  34	  22	  34	
 102.4	  40	  66	  38	  64	  40	  68	  43	  66	
 204.8	  80	 132	  75	 128	  79	 135	  86	 132	
 409.6	 159	 263	 149	 255	 158	 269	 171	 264	
 819.2	 317	 525	 298	 509	 316	 538	 341	 527	
1638.4	 633	1049	 596	1017	 631	1076	 681	1054	
3276.8	1270	2104	1196	2041	1266	2160	1367	2116	
