 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
31.78 
1557323099.48
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  16	  11	  17	  11	  17	
  51.2	  21	  33	  20	  32	  21	  34	  22	  33	
 102.4	  42	  66	  40	  65	  41	  68	  44	  67	
 204.8	  83	 132	  79	 129	  81	 135	  87	 133	
 409.6	 166	 264	 158	 257	 162	 270	 175	 265	
 819.2	 330	 525	 313	 510	 322	 536	 346	 526	
1638.4	 660	1050	 626	1021	 644	1073	 692	1053	
3276.8	1319	2099	1251	2042	1287	2147	1384	2106	
