 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
30.93 
1557579632.86
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   6	   9	   6	   9	
  25.6	  11	  17	  10	  16	  10	  17	  11	  17	
  51.2	  21	  33	  20	  32	  21	  34	  22	  33	
 102.4	  42	  66	  40	  64	  41	  68	  44	  66	
 204.8	  83	 132	  79	 128	  81	 135	  87	 132	
 409.6	 165	 263	 157	 256	 161	 269	 174	 264	
 819.2	 330	 526	 313	 511	 322	 537	 347	 527	
1638.4	 661	1053	 627	1024	 646	1078	 695	1057	
3276.8	1319	2103	1251	2045	1289	2151	1387	2110	
