 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
14.22 
1559964281.7
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   6	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  17	  11	  17	
  51.2	  21	  33	  20	  33	  21	  34	  22	  33	
 102.4	  42	  66	  40	  65	  41	  68	  44	  66	
 204.8	  84	 132	  80	 130	  82	 135	  87	 132	
 409.6	 167	 263	 159	 259	 163	 270	 174	 265	
 819.2	 332	 525	 317	 517	 325	 538	 346	 528	
1638.4	 664	1049	 633	1033	 649	1076	 692	1055	
3276.8	1327	2097	1266	2065	1296	2150	1383	2108	
