 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
32.41 
1558105400.18
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  16	  10	  17	  11	  17	
  51.2	  21	  33	  20	  32	  20	  34	  22	  33	
 102.4	  42	  66	  39	  64	  41	  68	  44	  66	
 204.8	  83	 132	  78	 128	  81	 135	  87	 132	
 409.6	 165	 264	 156	 256	 161	 270	 174	 265	
 819.2	 328	 524	 311	 510	 321	 537	 345	 526	
1638.4	 655	1047	 620	1018	 640	1072	 689	1050	
3276.8	1312	2099	1242	2041	1283	2149	1381	2107	
