 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
20.20 
1564720930.34
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   5	   9	   5	   8	   5	   9	   6	   9	
  25.6	  10	  17	  10	  16	  10	  17	  11	  17	
  51.2	  20	  33	  19	  32	  20	  34	  22	  34	
 102.4	  40	  66	  38	  64	  40	  68	  43	  67	
 204.8	  80	 132	  75	 128	  79	 136	  86	 133	
 409.6	 158	 263	 149	 255	 158	 270	 171	 265	
 819.2	 316	 526	 298	 510	 315	 540	 341	 529	
1638.4	 631	1050	 593	1018	 629	1077	 680	1054	
3276.8	1261	2099	1186	2036	1258	2154	1360	2110	
