 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
20.99 
1564488692.16
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   5	   9	   5	   8	   5	   9	   6	   9	
  25.6	  10	  17	  10	  16	  10	  17	  11	  17	
  51.2	  20	  33	  19	  32	  20	  34	  22	  33	
 102.4	  40	  66	  38	  64	  40	  68	  43	  67	
 204.8	  80	 132	  75	 128	  79	 136	  86	 133	
 409.6	 159	 264	 150	 256	 159	 271	 171	 265	
 819.2	 316	 525	 297	 509	 315	 539	 341	 528	
1638.4	 631	1048	 593	1016	 629	1075	 680	1053	
3276.8	1260	2094	1185	2031	1256	2148	1358	2103	
