 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
30.63 
1556195365.21
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   6	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  17	  11	  17	
  51.2	  21	  34	  20	  33	  21	  34	  22	  34	
 102.4	  42	  66	  40	  65	  41	  68	  44	  67	
 204.8	  84	 133	  80	 129	  82	 136	  88	 133	
 409.6	 167	 265	 159	 258	 163	 270	 176	 265	
 819.2	 333	 527	 316	 513	 324	 539	 350	 529	
1638.4	 664	1051	 630	1023	 646	1074	 696	1054	
3276.8	1329	2103	1261	2047	1291	2149	1393	2109	
