 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
32.65 
1556799930.65
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  17	  10	  17	  11	  17	
  51.2	  21	  33	  20	  33	  20	  34	  22	  34	
 102.4	  42	  66	  40	  65	  40	  67	  44	  67	
 204.8	  83	 131	  79	 129	  79	 134	  87	 133	
 409.6	 166	 263	 158	 258	 158	 268	 173	 266	
 819.2	 332	 524	 316	 514	 316	 535	 346	 531	
1638.4	 663	1047	 631	1027	 631	1069	 692	1060	
3276.8	1324	2092	1261	2052	1260	2134	1381	2117	
