 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
8.10 
1560775370.28
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   4	   3	   4	   3	   5	   3	   4	
  12.8	   6	   9	   6	   8	   5	   9	   6	   8	
  25.6	  11	  17	  11	  16	  10	  17	  11	  16	
  51.2	  22	  33	  21	  32	  21	  34	  22	  32	
 102.4	  43	  65	  41	  64	  41	  68	  43	  64	
 204.8	  86	 131	  83	 129	  81	 135	  87	 129	
 409.6	 171	 260	 164	 256	 161	 269	 172	 257	
 819.2	 341	 519	 328	 512	 321	 537	 344	 512	
1638.4	 681	1038	 655	1023	 641	1074	 688	1023	
3276.8	1359	2072	1307	2042	1280	2144	1372	2041	
