 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
20.09 
1561445354.05
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   5	   9	   6	   9	
  25.6	  11	  17	  10	  17	  10	  17	  11	  17	
  51.2	  21	  34	  20	  33	  21	  35	  22	  34	
 102.4	  41	  67	  39	  65	  41	  69	  44	  68	
 204.8	  82	 133	  77	 130	  81	 137	  87	 134	
 409.6	 164	 267	 155	 259	 162	 274	 175	 268	
 819.2	 326	 531	 308	 516	 322	 545	 348	 534	
1638.4	 651	1062	 615	1031	 643	1090	 695	1068	
3276.8	1303	2126	1230	2064	1288	2183	1391	2139	
