 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
5.11 
1561782116.71
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   6	   9	   6	   9	   6	   9	
  25.6	  12	  18	  11	  18	  11	  18	  12	  18	
  51.2	  23	  35	  22	  35	  22	  36	  24	  36	
 102.4	  45	  70	  43	  69	  44	  72	  47	  71	
 204.8	  89	 140	  85	 137	  87	 144	  94	 142	
 409.6	 178	 279	 170	 274	 174	 288	 188	 284	
 819.2	 356	 558	 339	 546	 347	 576	 376	 567	
1638.4	 709	1112	 676	1089	 692	1147	 749	1129	
3276.8	1419	2224	1352	2179	1384	2296	1498	2259	
