 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
15.22 
1563290030.37
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   6	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  18	  11	  17	
  51.2	  21	  34	  20	  33	  21	  35	  22	  34	
 102.4	  42	  67	  40	  66	  42	  69	  44	  67	
 204.8	  84	 133	  79	 131	  83	 138	  88	 134	
 409.6	 168	 266	 158	 261	 165	 275	 175	 268	
 819.2	 334	 531	 316	 521	 330	 548	 348	 535	
1638.4	 667	1062	 630	1041	 659	1094	 695	1069	
3276.8	1334	2122	1259	2081	1316	2187	1390	2137	
