 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
6.64 
1559889766.58
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   4	   3	   4	   3	   4	   3	   4	
  12.8	   6	   8	   5	   8	   5	   9	   6	   8	
  25.6	  11	  16	  10	  16	  10	  17	  11	  16	
  51.2	  21	  32	  21	  32	  20	  33	  22	  32	
 102.4	  42	  64	  41	  64	  39	  66	  43	  63	
 204.8	  84	 128	  81	 127	  78	 132	  85	 126	
 409.6	 167	 256	 161	 253	 156	 264	 170	 252	
 819.2	 333	 511	 322	 505	 312	 527	 338	 504	
1638.4	 664	1019	 642	1007	 622	1049	 674	1003	
3276.8	1328	2040	1285	2017	1246	2102	1350	2010	
