 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
5.50 
1560970718.39
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   6	   9	   6	   9	   6	   9	
  25.6	  12	  18	  11	  17	  11	  18	  12	  18	
  51.2	  23	  35	  22	  35	  22	  36	  24	  36	
 102.4	  45	  70	  43	  68	  44	  72	  47	  71	
 204.8	  89	 139	  85	 137	  87	 144	  94	 141	
 409.6	 178	 278	 170	 272	 173	 287	 187	 282	
 819.2	 355	 554	 339	 544	 345	 572	 374	 563	
1638.4	 709	1108	 677	1086	 690	1143	 746	1124	
3276.8	1417	2214	1352	2171	1379	2284	1491	2247	
