 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
6.48 
1564405187.35
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   6	   9	   6	   9	   6	   9	
  25.6	  11	  18	  11	  17	  11	  18	  12	  18	
  51.2	  22	  35	  21	  34	  22	  36	  24	  36	
 102.4	  44	  70	  42	  68	  43	  72	  47	  71	
 204.8	  88	 139	  84	 136	  86	 143	  93	 141	
 409.6	 175	 277	 167	 271	 172	 286	 185	 281	
 819.2	 349	 552	 332	 540	 342	 570	 369	 560	
1638.4	 697	1103	 663	1079	 683	1138	 738	1119	
3276.8	1393	2205	1325	2157	1364	2275	1474	2236	
