 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
18.47 
1559922173.79
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   6	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  18	  11	  17	
  51.2	  21	  34	  20	  33	  21	  35	  22	  34	
 102.4	  42	  68	  40	  66	  41	  69	  44	  68	
 204.8	  83	 135	  79	 131	  82	 138	  88	 135	
 409.6	 166	 267	 157	 259	 163	 274	 175	 268	
 819.2	 331	 534	 313	 518	 325	 547	 350	 536	
1638.4	 659	1065	 624	1033	 649	1092	 698	1070	
3276.8	1321	2135	1250	2071	1300	2189	1400	2145	
