 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
30.32 
1554747564.1
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   5	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  17	  11	  17	
  51.2	  21	  33	  20	  33	  21	  34	  22	  34	
 102.4	  42	  66	  40	  65	  41	  68	  44	  67	
 204.8	  84	 132	  80	 129	  81	 135	  88	 133	
 409.6	 167	 264	 159	 258	 162	 270	 176	 265	
 819.2	 334	 527	 318	 515	 324	 538	 351	 529	
1638.4	 667	1054	 636	1029	 647	1076	 701	1058	
3276.8	1333	2105	1269	2055	1293	2150	1400	2113	
