 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
21.21 
1562072608.83
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   5	   9	   6	   9	
  25.6	  11	  17	  10	  17	  10	  17	  11	  17	
  51.2	  21	  34	  20	  33	  21	  35	  22	  34	
 102.4	  41	  67	  39	  65	  40	  68	  44	  67	
 204.8	  81	 133	  77	 129	  80	 136	  87	 133	
 409.6	 162	 265	 153	 257	 160	 272	 173	 266	
 819.2	 323	 529	 305	 513	 320	 543	 345	 531	
1638.4	 647	1058	 609	1026	 640	1086	 691	1063	
3276.8	1286	2107	1212	2043	1273	2160	1373	2115	
