 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
20.76 
1564482241.66
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   5	   9	   5	   8	   5	   9	   6	   9	
  25.6	  10	  17	  10	  16	  10	  17	  11	  17	
  51.2	  20	  33	  19	  32	  20	  34	  22	  34	
 102.4	  40	  66	  38	  64	  40	  68	  43	  67	
 204.8	  79	 132	  75	 128	  79	 135	  86	 132	
 409.6	 158	 263	 149	 255	 158	 269	 171	 264	
 819.2	 317	 526	 298	 510	 316	 540	 342	 529	
1638.4	 632	1051	 595	1019	 631	1078	 682	1056	
3276.8	1263	2098	1187	2035	1259	2153	1361	2108	
