 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
32.25 
1555348416.17
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   4	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  17	  11	  17	
  51.2	  21	  33	  20	  32	  21	  34	  22	  33	
 102.4	  42	  66	  40	  65	  41	  68	  44	  66	
 204.8	  84	 132	  79	 128	  81	 135	  87	 132	
 409.6	 167	 263	 158	 256	 162	 269	 174	 263	
 819.2	 333	 525	 316	 512	 323	 537	 348	 526	
1638.4	 666	1051	 632	1024	 646	1074	 696	1053	
3276.8	1329	2099	1262	2046	1290	2145	1390	2102	
