 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
32.73 
1558101037.96
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  16	  10	  17	  11	  17	
  51.2	  21	  33	  20	  32	  20	  34	  22	  33	
 102.4	  42	  66	  39	  64	  40	  68	  44	  66	
 204.8	  83	 132	  78	 128	  81	 135	  87	 132	
 409.6	 165	 263	 156	 256	 161	 269	 174	 264	
 819.2	 328	 525	 311	 510	 321	 537	 346	 527	
1638.4	 654	1046	 619	1017	 639	1070	 688	1049	
3276.8	1304	2086	1234	2027	1274	2133	1371	2091	
