 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
5.93 
1560097614.36
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   6	   9	   6	   9	   6	   9	
  25.6	   8	  18	  11	  17	  11	  18	  12	  18	
  51.2	  23	  35	  22	  34	  22	  36	  24	  35	
 102.4	  45	  69	  43	  68	  43	  71	  47	  70	
 204.8	  89	 138	  85	 136	  86	 142	  94	 140	
 409.6	 177	 276	 170	 272	 171	 284	 187	 281	
 819.2	 353	 551	 338	 542	 342	 567	 373	 560	
1638.4	 706	1102	 676	1084	 683	1134	 746	1119	
3276.8	1409	2201	1350	2165	1364	2265	1489	2235	
