 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
20.59 
1566401769.79
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   5	   9	   5	   8	   5	   9	   6	   9	
  25.6	  10	  17	  10	  16	  10	  17	  11	  17	
  51.2	  20	  33	  19	  32	  20	  34	  22	  33	
 102.4	  40	  66	  37	  64	  40	  68	  43	  66	
 204.8	  79	 132	  74	 127	  79	 135	  85	 132	
 409.6	 157	 262	 147	 254	 157	 269	 169	 263	
 819.2	 314	 525	 295	 509	 314	 539	 339	 528	
1638.4	 626	1047	 587	1015	 627	1075	 676	1053	
3276.8	1251	2094	1174	2029	1252	2149	1352	2105	
