 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
19.76 
1560775866.71
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   6	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  18	  11	  17	
  51.2	  21	  34	  20	  33	  21	  35	  22	  34	
 102.4	  42	  67	  39	  65	  41	  69	  44	  67	
 204.8	  82	 133	  78	 129	  81	 137	  87	 134	
 409.6	 164	 266	 155	 258	 161	 272	 174	 267	
 819.2	 328	 532	 310	 516	 323	 546	 349	 535	
1638.4	 653	1061	 617	1030	 644	1088	 695	1066	
3276.8	1305	2122	1233	2058	1287	2175	1388	2131	
