 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
6.32 
1565322236.38
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   6	   9	   6	   9	   6	   9	
  25.6	  11	  18	  11	  17	  11	  18	  12	  18	
  51.2	  22	  35	  21	  34	  22	  36	  23	  35	
 102.4	  44	  69	  42	  68	  43	  71	  46	  70	
 204.8	  87	 138	  83	 135	  85	 143	  92	 140	
 409.6	 174	 276	 165	 270	 170	 284	 184	 280	
 819.2	 347	 551	 329	 539	 340	 569	 368	 559	
1638.4	 691	1099	 656	1074	 678	1134	 732	1114	
3276.8	1382	2197	1313	2148	1356	2267	1465	2227	
