 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
30.18 
1557724133.15
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  17	  11	  17	
  51.2	  21	  34	  20	  33	  21	  34	  22	  34	
 102.4	  42	  66	  40	  64	  41	  68	  44	  66	
 204.8	  83	 132	  79	 129	  81	 135	  88	 133	
 409.6	 166	 264	 157	 257	 162	 270	 174	 265	
 819.2	 331	 528	 314	 513	 323	 540	 348	 530	
1638.4	 659	1050	 625	1021	 643	1074	 692	1053	
3276.8	1320	2103	1251	2045	1288	2151	1386	2110	
