 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
20.15 
1560722593.69
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   6	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  18	  11	  17	
  51.2	  21	  34	  20	  33	  21	  35	  22	  34	
 102.4	  42	  67	  39	  65	  41	  69	  44	  67	
 204.8	  82	 133	  78	 129	  81	 136	  87	 134	
 409.6	 164	 266	 155	 258	 161	 272	 174	 267	
 819.2	 326	 530	 308	 514	 321	 543	 347	 532	
1638.4	 651	1058	 615	1026	 641	1084	 691	1061	
3276.8	1299	2111	1227	2048	1279	2163	1379	2118	
