 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
32.33 
1556900361.08
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   8	   6	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  17	  11	  17	
  51.2	  21	  33	  20	  32	  21	  34	  22	  33	
 102.4	  42	  66	  40	  64	  41	  68	  44	  66	
 204.8	  83	 132	  79	 129	  81	 135	  88	 133	
 409.6	 166	 264	 158	 256	 162	 270	 175	 265	
 819.2	 331	 526	 314	 511	 323	 538	 348	 527	
1638.4	 659	1048	 625	1019	 643	1072	 693	1051	
3276.8	1317	2094	1249	2036	1285	2140	1382	2099	
