 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
20.26 
1564887348.52
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   5	   9	   5	   8	   5	   9	   6	   9	
  25.6	  10	  17	  10	  16	  10	  17	  11	  17	
  51.2	  20	  33	  19	  32	  20	  34	  22	  34	
 102.4	  40	  66	  38	  64	  40	  68	  43	  67	
 204.8	  79	 132	  75	 128	  79	 135	  86	 133	
 409.6	 158	 262	 148	 254	 157	 269	 170	 263	
 819.2	 314	 523	 295	 507	 313	 536	 338	 524	
1638.4	 627	1045	 590	1013	 626	1071	 676	1049	
3276.8	1253	2086	1178	2023	1249	2138	1350	2094	
