 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
19.54 
1562692922.77
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   4	   3	   4	   3	   4	   3	   4	
  12.8	   5	   8	   5	   8	   5	   9	   6	   8	
  25.6	  10	  16	  10	  16	  10	  17	  11	  16	
  51.2	  20	  32	  19	  32	  19	  33	  21	  33	
 102.4	  39	  64	  37	  63	  38	  65	  41	  65	
 204.8	  78	 128	  74	 125	  75	 131	  82	 129	
 409.6	 156	 256	 147	 250	 150	 261	 165	 258	
 819.2	 312	 511	 293	 500	 300	 521	 329	 515	
1638.4	 622	1020	 585	 997	 599	1039	 655	1027	
3276.8	1243	2038	1169	1992	1197	2077	1310	2052	
