 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
31.16 
1555367465.46
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   4	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  17	  10	  17	  11	  17	
  51.2	  21	  33	  20	  33	  20	  34	  22	  34	
 102.4	  42	  66	  40	  65	  40	  67	  44	  67	
 204.8	  84	 131	  80	 129	  79	 134	  87	 133	
 409.6	 167	 262	 159	 257	 158	 267	 174	 265	
 819.2	 333	 524	 318	 515	 316	 534	 347	 530	
1638.4	 666	1047	 634	1027	 631	1067	 693	1059	
3276.8	1328	2091	1267	2052	1260	2130	1384	2114	
