 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
31.86 
1557825170.7
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  16	  11	  17	  11	  17	
  51.2	  21	  33	  20	  32	  21	  34	  22	  33	
 102.4	  42	  66	  40	  64	  41	  68	  44	  67	
 204.8	  83	 132	  78	 128	  81	 134	  87	 132	
 409.6	 165	 263	 156	 255	 161	 268	 173	 263	
 819.2	 330	 526	 313	 511	 322	 538	 347	 528	
1638.4	 659	1051	 624	1021	 643	1075	 692	1054	
3276.8	1312	2093	1242	2034	1280	2139	1377	2098	
