 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
19.92 
1561330949.81
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   4	   3	   4	   3	   4	   3	   4	
  12.8	   5	   8	   5	   8	   5	   9	   6	   9	
  25.6	  10	  16	  10	  16	  10	  17	  11	  17	
  51.2	  20	  33	  19	  32	  19	  33	  21	  33	
 102.4	  40	  65	  38	  63	  38	  66	  42	  65	
 204.8	  79	 129	  75	 126	  76	 131	  83	 129	
 409.6	 158	 256	 149	 251	 152	 261	 166	 258	
 819.2	 316	 512	 298	 501	 303	 522	 331	 516	
1638.4	 630	1023	 595	1000	 604	1042	 661	1029	
3276.8	1258	2044	1188	1998	1206	2081	1320	2056	
