 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
31.08 
1554824137.84
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   4	   3	   4	   3	   5	   3	   4	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  16	  10	  17	  11	  17	
  51.2	  21	  33	  20	  33	  20	  34	  22	  34	
 102.4	  42	  66	  40	  65	  40	  67	  44	  66	
 204.8	  84	 131	  80	 129	  79	 134	  87	 133	
 409.6	 167	 262	 159	 258	 158	 267	 174	 265	
 819.2	 333	 523	 318	 514	 315	 532	 348	 529	
1638.4	 665	1046	 635	1027	 629	1064	 695	1058	
3276.8	1328	2089	1268	2051	1257	2126	1387	2113	
