 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
20.09 
1561330645.54
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   4	   3	   4	   3	   4	   3	   4	
  12.8	   5	   8	   5	   8	   5	   9	   6	   8	
  25.6	  10	  16	  10	  16	  10	  17	  11	  16	
  51.2	  20	  33	  19	  32	  19	  33	  21	  33	
 102.4	  40	  65	  38	  63	  38	  66	  42	  65	
 204.8	  79	 128	  75	 126	  76	 131	  83	 129	
 409.6	 158	 257	 149	 251	 152	 261	 166	 258	
 819.2	 315	 512	 298	 500	 302	 521	 331	 515	
1638.4	 629	1021	 594	 998	 603	1040	 659	1027	
3276.8	1256	2041	1187	1995	1205	2079	1318	2053	
