 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
29.73 
1555801976.13
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   6	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  17	  11	  17	
  51.2	  21	  33	  20	  33	  21	  34	  22	  34	
 102.4	  42	  67	  40	  65	  41	  68	  44	  67	
 204.8	  84	 133	  80	 130	  82	 136	  89	 134	
 409.6	 167	 265	 159	 258	 163	 270	 175	 265	
 819.2	 334	 528	 318	 515	 325	 540	 351	 530	
1638.4	 667	1053	 633	1026	 647	1077	 698	1057	
3276.8	1338	2114	1270	2060	1300	2163	1403	2123	
