 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
29.58 
1554850151.48
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   5	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  17	  11	  17	
  51.2	  21	  33	  20	  33	  21	  34	  22	  34	
 102.4	  42	  67	  40	  65	  41	  68	  45	  67	
 204.8	  84	 132	  80	 129	  81	 135	  88	 133	
 409.6	 168	 265	 160	 259	 163	 271	 177	 266	
 819.2	 334	 527	 318	 514	 324	 538	 351	 529	
1638.4	 669	1056	 637	1030	 649	1079	 702	1060	
3276.8	1333	2104	1268	2052	1292	2148	1399	2111	
