 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
32.09 
1557910752.39
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  16	  11	  17	  11	  17	
  51.2	  21	  33	  20	  32	  21	  34	  22	  33	
 102.4	  42	  66	  39	  64	  41	  68	  44	  66	
 204.8	  83	 132	  79	 128	  81	 135	  87	 133	
 409.6	 165	 262	 156	 255	 161	 268	 173	 263	
 819.2	 328	 524	 311	 509	 320	 536	 345	 525	
1638.4	 656	1047	 621	1018	 640	1071	 689	1050	
3276.8	1311	2093	1240	2034	1279	2140	1377	2099	
