 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
6.32 
1565520576.37
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   6	   9	   6	   9	   6	   9	
  25.6	  11	  18	  11	  17	  11	  18	  12	  18	
  51.2	  22	  35	  21	  34	  22	  36	  28	  35	
 102.4	  44	  70	  42	  68	  43	  72	  47	  71	
 204.8	  87	 138	  83	 135	  86	 143	  93	 140	
 409.6	 174	 276	 165	 270	 171	 285	 185	 280	
 819.2	 346	 551	 329	 539	 340	 569	 368	 559	
1638.4	 692	1102	 658	1077	 679	1137	 735	1117	
3276.8	1380	2197	1312	2148	1354	2266	1465	2227	
