 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
5.77 
1561773551.37
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   6	   9	   6	   9	   6	   9	
  25.6	  12	  18	  11	  17	  11	  18	  12	  18	
  51.2	  23	  35	  22	  35	  22	  36	  24	  36	
 102.4	  45	  70	  43	  68	  44	  72	  47	  71	
 204.8	  89	 139	  85	 137	  87	 144	  94	 142	
 409.6	 178	 278	 170	 273	 173	 287	 188	 283	
 819.2	 355	 556	 338	 545	 346	 574	 374	 565	
1638.4	 708	1109	 675	1087	 690	1145	 747	1126	
3276.8	1412	2215	1347	2169	1376	2284	1490	2247	
