 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
21.39 
1565213064.98
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   4	   3	   4	   3	   4	   3	   4	
  12.8	   5	   8	   5	   8	   5	   9	   6	   8	
  25.6	  10	  16	   9	  16	  10	  17	  11	  16	
  51.2	  20	  32	  18	  31	  19	  33	  21	  32	
 102.4	  39	  64	  36	  63	  38	  65	  41	  65	
 204.8	  77	 127	  72	 124	  75	 130	  80	 128	
 409.6	 153	 254	 143	 248	 149	 259	 162	 256	
 819.2	 304	 507	 285	 495	 296	 517	 324	 510	
1638.4	 609	1013	 569	 989	 592	1033	 647	1021	
3276.8	1214	2022	1134	1974	1181	2062	1290	2036	
