 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
5.50 
1564949700.12
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   6	   9	   6	   9	   6	   9	
  25.6	  11	  18	  11	  17	  11	  18	  12	  18	
  51.2	  22	  35	  21	  34	  22	  36	  24	  35	
 102.4	  44	  70	  42	  68	  43	  72	  47	  70	
 204.8	  87	 139	  83	 135	  86	 143	  93	 141	
 409.6	 174	 276	 166	 270	 171	 285	 185	 281	
 819.2	 348	 552	 331	 540	 341	 570	 368	 560	
1638.4	 694	1102	 660	1077	 680	1137	 735	1118	
3276.8	1388	2203	1319	2154	1360	2274	1470	2235	
