 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
5.46 
1566301594.66
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   6	   9	   6	   9	   6	   9	
  25.6	  11	  18	  11	  17	  11	  18	  12	  18	
  51.2	  22	  35	  21	  34	  22	  36	  23	  35	
 102.4	  44	  70	  42	  68	  43	  72	  46	  70	
 204.8	  87	 138	  83	 135	  85	 143	  92	 140	
 409.6	 174	 277	 165	 270	 171	 286	 185	 281	
 819.2	 346	 551	 329	 539	 340	 569	 368	 559	
1638.4	 689	1100	 655	1075	 678	1135	 733	1115	
3276.8	1378	2198	1309	2147	1354	2268	1464	2228	
